split,regime,task,seed,episodes,success_rate,harmful_transfer_rate,tactile_event_f1,damage_rate,query_cost,calibration_error,ablation,interpretation
combined_stress,soft_compliance,cloth_edge_pull,6,84,0.511905,0.077938,0.601717,0.063500,0.234066,0.077742,full_proposed_guard,all components
combined_stress,soft_compliance,cable_threading,0,84,0.619048,0.087134,0.620657,0.067457,0.238125,0.083055,full_proposed_guard,all components
combined_stress,soft_compliance,cable_threading,1,84,0.607143,0.087608,0.603341,0.068126,0.238659,0.083410,full_proposed_guard,all components
combined_stress,soft_compliance,cable_threading,2,84,0.607143,0.088082,0.604034,0.068498,0.238979,0.083764,full_proposed_guard,all components
combined_stress,soft_compliance,cable_threading,3,84,0.630952,0.088556,0.604727,0.068274,0.238871,0.084119,full_proposed_guard,all components
combined_stress,soft_compliance,cable_threading,4,84,0.666667,0.089030,0.605420,0.067752,0.238548,0.084473,full_proposed_guard,all components
combined_stress,soft_compliance,cable_threading,5,84,0.583333,0.077498,0.606113,0.069006,0.232364,0.084563,full_proposed_guard,all components
combined_stress,soft_compliance,cable_threading,6,84,0.654762,0.077972,0.606806,0.067592,0.231398,0.084918,full_proposed_guard,all components
combined_stress,soft_compliance,lid_twist_force_control,0,84,0.726190,0.077115,0.568701,0.064829,0.233181,0.077855,full_proposed_guard,all components
combined_stress,soft_compliance,lid_twist_force_control,1,84,0.619048,0.077637,0.569466,0.067916,0.235461,0.078242,full_proposed_guard,all components
combined_stress,soft_compliance,lid_twist_force_control,2,84,0.714286,0.078159,0.570231,0.065943,0.234099,0.078630,full_proposed_guard,all components
combined_stress,soft_compliance,lid_twist_force_control,3,84,0.761905,0.078681,0.570996,0.065161,0.233594,0.079017,full_proposed_guard,all components
combined_stress,soft_compliance,lid_twist_force_control,4,84,0.607143,0.079203,0.571761,0.061434,0.236731,0.079405,full_proposed_guard,all components
combined_stress,soft_compliance,lid_twist_force_control,5,84,0.714286,0.079725,0.572526,0.059163,0.235155,0.079792,full_proposed_guard,all components
combined_stress,soft_compliance,lid_twist_force_control,6,84,0.714286,0.080247,0.573291,0.059572,0.235507,0.080180,full_proposed_guard,all components
combined_stress,texture_aliasing,slip_limited_grasp,0,84,0.761905,0.095559,0.600264,0.066036,0.231970,0.083451,full_proposed_guard,all components
combined_stress,texture_aliasing,slip_limited_grasp,1,84,0.690476,0.096057,0.600993,0.068212,0.233591,0.083822,full_proposed_guard,all components
combined_stress,texture_aliasing,slip_limited_grasp,2,84,0.726190,0.084549,0.601722,0.066508,0.233285,0.083929,full_proposed_guard,all components
combined_stress,texture_aliasing,slip_limited_grasp,3,84,0.619048,0.085047,0.602451,0.069576,0.235549,0.084300,full_proposed_guard,all components
combined_stress,texture_aliasing,slip_limited_grasp,4,84,0.690476,0.085545,0.603180,0.068181,0.234599,0.084671,full_proposed_guard,all components
combined_stress,texture_aliasing,slip_limited_grasp,5,84,0.750000,0.086043,0.603909,0.067082,0.233864,0.085042,full_proposed_guard,all components
combined_stress,texture_aliasing,slip_limited_grasp,6,84,0.642857,0.086541,0.604638,0.070151,0.236129,0.085413,full_proposed_guard,all components
combined_stress,texture_aliasing,peg_in_hole_contact_search,0,84,0.547619,0.090925,0.572836,0.074446,0.235927,0.078612,full_proposed_guard,all components
combined_stress,texture_aliasing,peg_in_hole_contact_search,1,84,0.607143,0.091471,0.573637,0.073385,0.235223,0.079016,full_proposed_guard,all components
combined_stress,texture_aliasing,peg_in_hole_contact_search,2,84,0.654762,0.092017,0.574438,0.072621,0.234734,0.079420,full_proposed_guard,all components
combined_stress,texture_aliasing,peg_in_hole_contact_search,3,84,0.654762,0.092563,0.575239,0.073047,0.235102,0.079824,full_proposed_guard,all components
combined_stress,texture_aliasing,peg_in_hole_contact_search,4,84,0.726190,0.093109,0.576040,0.071688,0.234185,0.080228,full_proposed_guard,all components
combined_stress,texture_aliasing,peg_in_hole_contact_search,5,84,0.583333,0.093655,0.576841,0.067682,0.237124,0.080632,full_proposed_guard,all components
combined_stress,texture_aliasing,peg_in_hole_contact_search,6,84,0.714286,0.094201,0.577642,0.064835,0.235135,0.081036,full_proposed_guard,all components
combined_stress,texture_aliasing,cloth_edge_pull,0,84,0.678571,0.090810,0.603515,0.069613,0.236962,0.086737,full_proposed_guard,all components
combined_stress,texture_aliasing,cloth_edge_pull,1,84,0.535714,0.091290,0.604217,0.073560,0.239857,0.079092,full_proposed_guard,all components
combined_stress,texture_aliasing,cloth_edge_pull,2,84,0.630952,0.091770,0.604919,0.071555,0.238467,0.079450,full_proposed_guard,all components
combined_stress,texture_aliasing,cloth_edge_pull,3,84,0.642857,0.092250,0.605621,0.071634,0.238577,0.079809,full_proposed_guard,all components
combined_stress,texture_aliasing,cloth_edge_pull,4,84,0.678571,0.092730,0.606323,0.071117,0.238258,0.080167,full_proposed_guard,all components
combined_stress,texture_aliasing,cloth_edge_pull,5,84,0.630952,0.093210,0.607025,0.072683,0.239439,0.080526,full_proposed_guard,all components
combined_stress,texture_aliasing,cloth_edge_pull,6,84,0.642857,0.093690,0.607727,0.072762,0.239549,0.080884,full_proposed_guard,all components
combined_stress,texture_aliasing,cable_threading,0,84,0.511905,0.090663,0.608334,0.073301,0.239746,0.085785,full_proposed_guard,all components
combined_stress,texture_aliasing,cable_threading,1,84,0.571429,0.091143,0.609036,0.072189,0.238998,0.086144,full_proposed_guard,all components
combined_stress,texture_aliasing,cable_threading,2,84,0.595238,0.091623,0.609738,0.071969,0.238894,0.086502,full_proposed_guard,all components
combined_stress,texture_aliasing,cable_threading,3,84,0.630952,0.092103,0.610440,0.071453,0.238575,0.086861,full_proposed_guard,all components
combined_stress,texture_aliasing,cable_threading,4,84,0.654762,0.092583,0.611142,0.071233,0.238470,0.079215,full_proposed_guard,all components
combined_stress,texture_aliasing,cable_threading,5,84,0.630952,0.093063,0.611844,0.072205,0.239223,0.079574,full_proposed_guard,all components
combined_stress,texture_aliasing,cable_threading,6,84,0.654762,0.093543,0.612546,0.071985,0.239118,0.079932,full_proposed_guard,all components
combined_stress,texture_aliasing,lid_twist_force_control,0,84,0.690476,0.086147,0.564631,0.065101,0.237183,0.084374,full_proposed_guard,all components
combined_stress,texture_aliasing,lid_twist_force_control,1,84,0.535714,0.086675,0.565405,0.069383,0.240325,0.084765,full_proposed_guard,all components
combined_stress,texture_aliasing,lid_twist_force_control,2,84,0.678571,0.087203,0.566179,0.066224,0.238110,0.085157,full_proposed_guard,all components
combined_stress,texture_aliasing,lid_twist_force_control,3,84,0.714286,0.087731,0.566953,0.065744,0.237823,0.085548,full_proposed_guard,all components
combined_stress,texture_aliasing,lid_twist_force_control,4,84,0.678571,0.088259,0.567727,0.067050,0.238822,0.085940,full_proposed_guard,all components
combined_stress,texture_aliasing,lid_twist_force_control,5,84,0.607143,0.088787,0.568501,0.069248,0.240463,0.086332,full_proposed_guard,all components
combined_stress,texture_aliasing,lid_twist_force_control,6,84,0.654762,0.089315,0.569275,0.068470,0.239962,0.078719,full_proposed_guard,all components
combined_stress,taxel_bias,slip_limited_grasp,0,84,0.666667,0.088186,0.600675,0.064632,0.234748,0.084269,full_proposed_guard,all components
combined_stress,taxel_bias,slip_limited_grasp,1,84,0.595238,0.088648,0.601350,0.066780,0.236346,0.084615,full_proposed_guard,all components
combined_stress,taxel_bias,slip_limited_grasp,2,84,0.559524,0.089110,0.602025,0.068035,0.237301,0.084961,full_proposed_guard,all components
combined_stress,taxel_bias,slip_limited_grasp,3,84,0.714286,0.089572,0.602700,0.064528,0.234827,0.085307,full_proposed_guard,all components
combined_stress,taxel_bias,slip_limited_grasp,4,84,0.666667,0.090034,0.603375,0.066081,0.235996,0.085654,full_proposed_guard,all components
combined_stress,taxel_bias,slip_limited_grasp,5,84,0.726190,0.090496,0.604050,0.064955,0.235237,0.086000,full_proposed_guard,all components
combined_stress,taxel_bias,slip_limited_grasp,6,84,0.702381,0.090958,0.604725,0.065912,0.235977,0.086346,full_proposed_guard,all components
combined_stress,taxel_bias,peg_in_hole_contact_search,0,84,0.726190,0.090842,0.566173,0.063781,0.238637,0.084450,full_proposed_guard,all components
combined_stress,taxel_bias,peg_in_hole_contact_search,1,84,0.595238,0.091352,0.566920,0.067454,0.241338,0.084829,full_proposed_guard,all components
combined_stress,taxel_bias,peg_in_hole_contact_search,2,84,0.654762,0.091862,0.567667,0.066365,0.232606,0.085208,full_proposed_guard,all components
combined_stress,taxel_bias,peg_in_hole_contact_search,3,84,0.630952,0.092372,0.568414,0.067359,0.233379,0.085587,full_proposed_guard,all components
combined_stress,taxel_bias,peg_in_hole_contact_search,4,84,0.630952,0.092882,0.569161,0.067758,0.233723,0.085967,full_proposed_guard,all components
combined_stress,taxel_bias,peg_in_hole_contact_search,5,84,0.642857,0.093392,0.569908,0.067860,0.233853,0.086346,full_proposed_guard,all components
combined_stress,taxel_bias,peg_in_hole_contact_search,6,84,0.619048,0.093902,0.570655,0.068854,0.234625,0.086725,full_proposed_guard,all components
combined_stress,taxel_bias,cloth_edge_pull,0,84,0.666667,0.095569,0.604115,0.067422,0.238324,0.079902,full_proposed_guard,all components
combined_stress,taxel_bias,cloth_edge_pull,1,84,0.678571,0.096013,0.604763,0.067473,0.238410,0.080235,full_proposed_guard,all components
combined_stress,taxel_bias,cloth_edge_pull,2,84,0.630952,0.084451,0.605411,0.067811,0.239567,0.080305,full_proposed_guard,all components
combined_stress,taxel_bias,cloth_edge_pull,3,84,0.666667,0.084895,0.606059,0.067267,0.239224,0.080639,full_proposed_guard,all components
combined_stress,taxel_bias,cloth_edge_pull,4,84,0.619048,0.085339,0.606707,0.068806,0.240381,0.080973,full_proposed_guard,all components
combined_stress,taxel_bias,cloth_edge_pull,5,84,0.607143,0.085783,0.607355,0.069452,0.240895,0.081306,full_proposed_guard,all components
combined_stress,taxel_bias,cloth_edge_pull,6,84,0.630952,0.086227,0.608003,0.069205,0.240767,0.081640,full_proposed_guard,all components
combined_stress,taxel_bias,cable_threading,0,84,0.630952,0.096503,0.610554,0.068664,0.239471,0.079693,full_proposed_guard,all components
combined_stress,taxel_bias,cable_threading,1,84,0.571429,0.084941,0.611202,0.069300,0.240842,0.079763,full_proposed_guard,all components
combined_stress,taxel_bias,cable_threading,2,84,0.583333,0.085385,0.611850,0.069351,0.240928,0.080097,full_proposed_guard,all components
combined_stress,taxel_bias,cable_threading,3,84,0.571429,0.085829,0.612498,0.069997,0.241442,0.080431,full_proposed_guard,all components
combined_stress,taxel_bias,cable_threading,4,84,0.642857,0.086273,0.613146,0.068560,0.240457,0.080764,full_proposed_guard,all components
combined_stress,taxel_bias,cable_threading,5,84,0.595238,0.086717,0.613794,0.070099,0.241614,0.081098,full_proposed_guard,all components
combined_stress,taxel_bias,cable_threading,6,84,0.595238,0.087161,0.614442,0.070447,0.241914,0.081432,full_proposed_guard,all components
combined_stress,taxel_bias,lid_twist_force_control,0,84,0.761905,0.094992,0.571360,0.063960,0.231766,0.080352,full_proposed_guard,all components
combined_stress,taxel_bias,lid_twist_force_control,1,84,0.690476,0.095484,0.572080,0.066130,0.233383,0.080719,full_proposed_guard,all components
combined_stress,taxel_bias,lid_twist_force_control,2,84,0.690476,0.083970,0.572800,0.065315,0.233715,0.080822,full_proposed_guard,all components
combined_stress,taxel_bias,lid_twist_force_control,3,84,0.642857,0.084462,0.573520,0.066891,0.234905,0.081189,full_proposed_guard,all components
combined_stress,taxel_bias,lid_twist_force_control,4,84,0.595238,0.084954,0.574240,0.068466,0.236094,0.081555,full_proposed_guard,all components
combined_stress,taxel_bias,lid_twist_force_control,5,84,0.678571,0.085446,0.574960,0.066768,0.234926,0.081922,full_proposed_guard,all components
combined_stress,taxel_bias,lid_twist_force_control,6,84,0.630952,0.085938,0.575680,0.068344,0.236115,0.082289,full_proposed_guard,all components
combined_stress,transient_shear_spike,slip_limited_grasp,0,84,0.690476,0.090729,0.587432,0.075047,0.237923,0.084405,full_proposed_guard,all components
combined_stress,transient_shear_spike,slip_limited_grasp,1,84,0.571429,0.091257,0.588206,0.070432,0.240422,0.084796,full_proposed_guard,all components
combined_stress,transient_shear_spike,slip_limited_grasp,2,84,0.773810,0.091785,0.588980,0.065785,0.237135,0.085188,full_proposed_guard,all components
combined_stress,transient_shear_spike,slip_limited_grasp,3,84,0.714286,0.092313,0.589754,0.067686,0.238563,0.085580,full_proposed_guard,all components
combined_stress,transient_shear_spike,slip_limited_grasp,4,84,0.607143,0.092841,0.590528,0.070778,0.240847,0.085971,full_proposed_guard,all components
combined_stress,transient_shear_spike,slip_limited_grasp,5,84,0.583333,0.093369,0.591302,0.071786,0.241632,0.086363,full_proposed_guard,all components
combined_stress,transient_shear_spike,slip_limited_grasp,6,84,0.726190,0.093897,0.592076,0.068627,0.239417,0.086755,full_proposed_guard,all components
combined_stress,transient_shear_spike,peg_in_hole_contact_search,0,84,0.595238,0.098029,0.559896,0.073622,0.239690,0.087784,full_proposed_guard,all components
combined_stress,transient_shear_spike,peg_in_hole_contact_search,1,84,0.547619,0.098605,0.560742,0.075262,0.240935,0.088209,full_proposed_guard,all components
combined_stress,transient_shear_spike,peg_in_hole_contact_search,2,84,0.619048,0.099181,0.561588,0.073926,0.240037,0.080629,full_proposed_guard,all components
combined_stress,transient_shear_spike,peg_in_hole_contact_search,3,84,0.666667,0.099757,0.562434,0.073185,0.239568,0.081054,full_proposed_guard,all components
combined_stress,transient_shear_spike,peg_in_hole_contact_search,4,84,0.654762,0.100333,0.563280,0.073932,0.240170,0.081479,full_proposed_guard,all components
combined_stress,transient_shear_spike,peg_in_hole_contact_search,5,84,0.654762,0.100909,0.564126,0.074382,0.240558,0.081903,full_proposed_guard,all components
combined_stress,transient_shear_spike,peg_in_hole_contact_search,6,84,0.678571,0.101485,0.564972,0.074236,0.240518,0.082328,full_proposed_guard,all components
combined_stress,transient_shear_spike,cloth_edge_pull,0,84,0.571429,0.099882,0.593527,0.074166,0.236818,0.081257,full_proposed_guard,all components
combined_stress,transient_shear_spike,cloth_edge_pull,1,84,0.511905,0.100392,0.594274,0.076054,0.238234,0.081636,full_proposed_guard,all components
combined_stress,transient_shear_spike,cloth_edge_pull,2,84,0.619048,0.100902,0.595021,0.073774,0.236649,0.082015,full_proposed_guard,all components
combined_stress,transient_shear_spike,cloth_edge_pull,3,84,0.511905,0.101412,0.595768,0.076852,0.238922,0.082394,full_proposed_guard,all components
combined_stress,transient_shear_spike,cloth_edge_pull,4,84,0.607143,0.101922,0.596515,0.074870,0.237551,0.082773,full_proposed_guard,all components
combined_stress,transient_shear_spike,cloth_edge_pull,5,84,0.630952,0.102432,0.597262,0.074673,0.237467,0.083153,full_proposed_guard,all components
combined_stress,transient_shear_spike,cloth_edge_pull,6,84,0.726190,0.090936,0.598009,0.071491,0.236097,0.083268,full_proposed_guard,all components
combined_stress,transient_shear_spike,cable_threading,0,84,0.583333,0.098835,0.596996,0.072700,0.235788,0.087689,full_proposed_guard,all components
combined_stress,transient_shear_spike,cable_threading,1,84,0.619048,0.099345,0.597743,0.072206,0.235489,0.088068,full_proposed_guard,all components
combined_stress,transient_shear_spike,cable_threading,2,84,0.488095,0.099855,0.598490,0.075879,0.238190,0.088447,full_proposed_guard,all components
combined_stress,transient_shear_spike,cable_threading,3,84,0.476190,0.100365,0.599237,0.076576,0.238749,0.088826,full_proposed_guard,all components
combined_stress,transient_shear_spike,cable_threading,4,84,0.714286,0.100875,0.599984,0.071022,0.234807,0.081202,full_proposed_guard,all components
combined_stress,transient_shear_spike,cable_threading,5,84,0.511905,0.101385,0.600731,0.076481,0.238794,0.081581,full_proposed_guard,all components
