task,regime,split,method,seed,episodes,stress,mismatch,action_criticality,clean_retention,success,utility,deploy_utility,harmful_transfer_rate,tactile_event_f1,damage_rate,query_cost,regret,calibration_ece,risk_score,variant,component_note
slip_limited_grasp,soft_compliance,combined_stress,full_action_critical_guard,7,96,0.88,0.262757,0.8306,0.79765,0.714779,0.603868,0.603868,0.037098,0.817697,0.040952,0.183318,0.044253,0.078514,0.046733,full_action_critical_guard,all v5 components
slip_limited_grasp,soft_compliance,combined_stress,full_action_critical_guard,8,96,0.88,0.262757,0.8306,0.79765,0.724221,0.608191,0.608191,0.039659,0.817423,0.044993,0.184985,0.044348,0.083334,0.050016,full_action_critical_guard,all v5 components
slip_limited_grasp,soft_compliance,combined_stress,full_action_critical_guard,9,96,0.88,0.262757,0.8306,0.79765,0.728499,0.6184,0.6184,0.036166,0.802662,0.040811,0.181718,0.043539,0.08095,0.04673,full_action_critical_guard,all v5 components
slip_limited_grasp,texture_aliasing,combined_stress,full_action_critical_guard,0,96,0.88,0.348225,0.8306,0.796094,0.734894,0.618774,0.618774,0.038951,0.806436,0.044269,0.18571,0.046618,0.083822,0.049815,full_action_critical_guard,all v5 components
slip_limited_grasp,texture_aliasing,combined_stress,full_action_critical_guard,1,96,0.88,0.348225,0.8306,0.796094,0.739889,0.628565,0.628565,0.037348,0.807345,0.040503,0.182297,0.045226,0.083064,0.047563,full_action_critical_guard,all v5 components
slip_limited_grasp,texture_aliasing,combined_stress,full_action_critical_guard,2,96,0.88,0.348225,0.8306,0.796094,0.733196,0.623449,0.623449,0.039668,0.809265,0.03712,0.185463,0.044331,0.078666,0.046186,full_action_critical_guard,all v5 components
slip_limited_grasp,texture_aliasing,combined_stress,full_action_critical_guard,3,96,0.88,0.348225,0.8306,0.796094,0.732157,0.620076,0.620076,0.034207,0.810568,0.040326,0.18485,0.049103,0.087219,0.047564,full_action_critical_guard,all v5 components
slip_limited_grasp,texture_aliasing,combined_stress,full_action_critical_guard,4,96,0.88,0.348225,0.8306,0.796094,0.731434,0.614882,0.614882,0.037476,0.805861,0.046109,0.184428,0.046596,0.08402,0.050046,full_action_critical_guard,all v5 components
slip_limited_grasp,texture_aliasing,combined_stress,full_action_critical_guard,5,96,0.88,0.348225,0.8306,0.796094,0.732207,0.616647,0.616647,0.041372,0.803545,0.042821,0.184681,0.046887,0.080178,0.049459,full_action_critical_guard,all v5 components
slip_limited_grasp,texture_aliasing,combined_stress,full_action_critical_guard,6,96,0.88,0.348225,0.8306,0.796094,0.725775,0.607101,0.607101,0.04607,0.80821,0.04352,0.184829,0.046552,0.084822,0.052125,full_action_critical_guard,all v5 components
slip_limited_grasp,texture_aliasing,combined_stress,full_action_critical_guard,7,96,0.88,0.348225,0.8306,0.796094,0.73212,0.623632,0.623632,0.036346,0.797752,0.038959,0.187196,0.039514,0.07895,0.045325,full_action_critical_guard,all v5 components
slip_limited_grasp,texture_aliasing,combined_stress,full_action_critical_guard,8,96,0.88,0.348225,0.8306,0.796094,0.722453,0.609155,0.609155,0.038943,0.806235,0.043258,0.184888,0.041116,0.082747,0.048685,full_action_critical_guard,all v5 components
slip_limited_grasp,texture_aliasing,combined_stress,full_action_critical_guard,9,96,0.88,0.348225,0.8306,0.796094,0.732566,0.609868,0.609868,0.045443,0.80747,0.04934,0.183951,0.047571,0.083715,0.054026,full_action_critical_guard,all v5 components
slip_limited_grasp,taxel_bias,combined_stress,full_action_critical_guard,0,96,0.88,0.373348,0.8306,0.795637,0.74484,0.625972,0.625972,0.047952,0.80469,0.043966,0.183733,0.044929,0.082971,0.052438,full_action_critical_guard,all v5 components
slip_limited_grasp,taxel_bias,combined_stress,full_action_critical_guard,1,96,0.88,0.373348,0.8306,0.795637,0.746395,0.630556,0.630556,0.044567,0.801403,0.039144,0.188068,0.048474,0.08276,0.049772,full_action_critical_guard,all v5 components
slip_limited_grasp,taxel_bias,combined_stress,full_action_critical_guard,2,96,0.88,0.373348,0.8306,0.795637,0.753728,0.631965,0.631965,0.051369,0.813147,0.042928,0.188301,0.049687,0.079622,0.053079,full_action_critical_guard,all v5 components
slip_limited_grasp,taxel_bias,combined_stress,full_action_critical_guard,3,96,0.88,0.373348,0.8306,0.795637,0.752142,0.627802,0.627802,0.054729,0.80077,0.045102,0.188882,0.0458,0.084388,0.055517,full_action_critical_guard,all v5 components
slip_limited_grasp,taxel_bias,combined_stress,full_action_critical_guard,4,96,0.88,0.373348,0.8306,0.795637,0.742497,0.625494,0.625494,0.044768,0.810129,0.040533,0.184356,0.050226,0.085264,0.050994,full_action_critical_guard,all v5 components
slip_limited_grasp,taxel_bias,combined_stress,full_action_critical_guard,5,96,0.88,0.373348,0.8306,0.795637,0.734117,0.610358,0.610358,0.049451,0.805994,0.046199,0.185705,0.051266,0.083819,0.054583,full_action_critical_guard,all v5 components
slip_limited_grasp,taxel_bias,combined_stress,full_action_critical_guard,6,96,0.88,0.373348,0.8306,0.795637,0.744819,0.632136,0.632136,0.045589,0.806206,0.036297,0.184818,0.046218,0.082159,0.048703,full_action_critical_guard,all v5 components
slip_limited_grasp,taxel_bias,combined_stress,full_action_critical_guard,7,96,0.88,0.373348,0.8306,0.795637,0.746637,0.628333,0.628333,0.049154,0.807279,0.040627,0.188865,0.04664,0.080375,0.051282,full_action_critical_guard,all v5 components
slip_limited_grasp,taxel_bias,combined_stress,full_action_critical_guard,8,96,0.88,0.373348,0.8306,0.795637,0.75229,0.640531,0.640531,0.047371,0.80462,0.034617,0.183198,0.046375,0.080689,0.048422,full_action_critical_guard,all v5 components
slip_limited_grasp,taxel_bias,combined_stress,full_action_critical_guard,9,96,0.88,0.373348,0.8306,0.795637,0.751164,0.635467,0.635467,0.051738,0.809356,0.037588,0.183419,0.04512,0.081744,0.0511,full_action_critical_guard,all v5 components
slip_limited_grasp,transient_shear_spike,combined_stress,full_action_critical_guard,0,96,0.88,0.37888,0.8306,0.795536,0.732322,0.610677,0.610677,0.042976,0.810019,0.048541,0.18892,0.047094,0.081273,0.052396,full_action_critical_guard,all v5 components
slip_limited_grasp,transient_shear_spike,combined_stress,full_action_critical_guard,1,96,0.88,0.37888,0.8306,0.795536,0.729501,0.609885,0.609885,0.041093,0.805257,0.049401,0.18446,0.044675,0.080756,0.051747,full_action_critical_guard,all v5 components
slip_limited_grasp,transient_shear_spike,combined_stress,full_action_critical_guard,2,96,0.88,0.37888,0.8306,0.795536,0.733443,0.612207,0.612207,0.045416,0.78905,0.046279,0.186283,0.049387,0.08138,0.052615,full_action_critical_guard,all v5 components
slip_limited_grasp,transient_shear_spike,combined_stress,full_action_critical_guard,3,96,0.88,0.37888,0.8306,0.795536,0.735554,0.616384,0.616384,0.043717,0.803288,0.046977,0.187876,0.043573,0.078816,0.051259,full_action_critical_guard,all v5 components
slip_limited_grasp,transient_shear_spike,combined_stress,full_action_critical_guard,4,96,0.88,0.37888,0.8306,0.795536,0.725129,0.604275,0.604275,0.04947,0.803823,0.044743,0.183083,0.048061,0.081882,0.053367,full_action_critical_guard,all v5 components
slip_limited_grasp,transient_shear_spike,combined_stress,full_action_critical_guard,5,96,0.88,0.37888,0.8306,0.795536,0.725966,0.605932,0.605932,0.047251,0.801113,0.044711,0.184524,0.047632,0.082062,0.05259,full_action_critical_guard,all v5 components
slip_limited_grasp,transient_shear_spike,combined_stress,full_action_critical_guard,6,96,0.88,0.37888,0.8306,0.795536,0.728113,0.606011,0.606011,0.0484,0.805209,0.045724,0.1842,0.049433,0.08453,0.05399,full_action_critical_guard,all v5 components
slip_limited_grasp,transient_shear_spike,combined_stress,full_action_critical_guard,7,96,0.88,0.37888,0.8306,0.795536,0.738441,0.606185,0.606185,0.052778,0.809805,0.055647,0.188921,0.048693,0.084851,0.059233,full_action_critical_guard,all v5 components
slip_limited_grasp,transient_shear_spike,combined_stress,full_action_critical_guard,8,96,0.88,0.37888,0.8306,0.795536,0.722008,0.603517,0.603517,0.047427,0.801161,0.042754,0.185175,0.047288,0.080331,0.05156,full_action_critical_guard,all v5 components
slip_limited_grasp,transient_shear_spike,combined_stress,full_action_critical_guard,9,96,0.88,0.37888,0.8306,0.795536,0.729958,0.606753,0.606753,0.043527,0.801347,0.051264,0.184885,0.047692,0.081221,0.053669,full_action_critical_guard,all v5 components
slip_limited_grasp,latency_and_drift,combined_stress,full_action_critical_guard,0,96,0.88,0.40095,0.8306,0.795135,0.739227,0.611917,0.611917,0.058322,0.800603,0.045834,0.185499,0.05083,0.083945,0.057439,full_action_critical_guard,all v5 components
slip_limited_grasp,latency_and_drift,combined_stress,full_action_critical_guard,1,96,0.88,0.40095,0.8306,0.795135,0.736838,0.612838,0.612838,0.0455,0.791187,0.050401,0.183908,0.049409,0.08298,0.0545,full_action_critical_guard,all v5 components
slip_limited_grasp,latency_and_drift,combined_stress,full_action_critical_guard,2,96,0.88,0.40095,0.8306,0.795135,0.73034,0.609768,0.609768,0.052876,0.796794,0.042243,0.187685,0.046677,0.077414,0.052633,full_action_critical_guard,all v5 components
slip_limited_grasp,latency_and_drift,combined_stress,full_action_critical_guard,3,96,0.88,0.40095,0.8306,0.795135,0.737685,0.610717,0.610717,0.053851,0.784943,0.048084,0.185638,0.048636,0.08958,0.057569,full_action_critical_guard,all v5 components
slip_limited_grasp,latency_and_drift,combined_stress,full_action_critical_guard,4,96,0.88,0.40095,0.8306,0.795135,0.740645,0.616409,0.616409,0.046776,0.796329,0.051015,0.185358,0.045504,0.084135,0.054984,full_action_critical_guard,all v5 components
slip_limited_grasp,latency_and_drift,combined_stress,full_action_critical_guard,5,96,0.88,0.40095,0.8306,0.795135,0.740908,0.614684,0.614684,0.055776,0.810182,0.047574,0.184401,0.048182,0.082788,0.056762,full_action_critical_guard,all v5 components
slip_limited_grasp,latency_and_drift,combined_stress,full_action_critical_guard,6,96,0.88,0.40095,0.8306,0.795135,0.731104,0.608295,0.608295,0.057113,0.797336,0.040518,0.18424,0.051614,0.083966,0.05509,full_action_critical_guard,all v5 components
slip_limited_grasp,latency_and_drift,combined_stress,full_action_critical_guard,7,96,0.88,0.40095,0.8306,0.795135,0.7381,0.607527,0.607527,0.050819,0.800508,0.056628,0.187875,0.044712,0.084663,0.058508,full_action_critical_guard,all v5 components
slip_limited_grasp,latency_and_drift,combined_stress,full_action_critical_guard,8,96,0.88,0.40095,0.8306,0.795135,0.743491,0.619878,0.619878,0.05274,0.788134,0.043645,0.19057,0.048728,0.083867,0.054486,full_action_critical_guard,all v5 components
slip_limited_grasp,latency_and_drift,combined_stress,full_action_critical_guard,9,96,0.88,0.40095,0.8306,0.795135,0.755642,0.627918,0.627918,0.055702,0.794766,0.047738,0.187925,0.050901,0.080839,0.05672,full_action_critical_guard,all v5 components
slip_limited_grasp,compound_contact_shift,combined_stress,full_action_critical_guard,0,96,0.88,0.551907,0.8306,0.792387,0.741219,0.602909,0.602909,0.059399,0.780447,0.056196,0.192833,0.054042,0.08566,0.062373,full_action_critical_guard,all v5 components
slip_limited_grasp,compound_contact_shift,combined_stress,full_action_critical_guard,1,96,0.88,0.551907,0.8306,0.792387,0.760085,0.623846,0.623846,0.060268,0.791343,0.054326,0.187074,0.053191,0.089504,0.062565,full_action_critical_guard,all v5 components
slip_limited_grasp,compound_contact_shift,combined_stress,full_action_critical_guard,2,96,0.88,0.551907,0.8306,0.792387,0.747265,0.610618,0.610618,0.057746,0.787599,0.058374,0.185675,0.052462,0.081905,0.061805,full_action_critical_guard,all v5 components
slip_limited_grasp,compound_contact_shift,combined_stress,full_action_critical_guard,3,96,0.88,0.551907,0.8306,0.792387,0.747353,0.611343,0.611343,0.06209,0.783297,0.05407,0.186938,0.05125,0.087764,0.06258,full_action_critical_guard,all v5 components
slip_limited_grasp,compound_contact_shift,combined_stress,full_action_critical_guard,4,96,0.88,0.551907,0.8306,0.792387,0.747281,0.618578,0.618578,0.050831,0.789593,0.049089,0.190576,0.053564,0.086964,0.056946,full_action_critical_guard,all v5 components
slip_limited_grasp,compound_contact_shift,combined_stress,full_action_critical_guard,5,96,0.88,0.551907,0.8306,0.792387,0.745101,0.60998,0.60998,0.056614,0.795682,0.055911,0.190397,0.050584,0.084968,0.060848,full_action_critical_guard,all v5 components
slip_limited_grasp,compound_contact_shift,combined_stress,full_action_critical_guard,6,96,0.88,0.551907,0.8306,0.792387,0.75402,0.619729,0.619729,0.056955,0.784746,0.054262,0.190641,0.050781,0.085971,0.060537,full_action_critical_guard,all v5 components
slip_limited_grasp,compound_contact_shift,combined_stress,full_action_critical_guard,7,96,0.88,0.551907,0.8306,0.792387,0.745288,0.612229,0.612229,0.06359,0.784518,0.049905,0.187514,0.049574,0.086631,0.061136,full_action_critical_guard,all v5 components
slip_limited_grasp,compound_contact_shift,combined_stress,full_action_critical_guard,8,96,0.88,0.551907,0.8306,0.792387,0.748192,0.616163,0.616163,0.061497,0.789934,0.050774,0.190061,0.0467,0.083549,0.059912,full_action_critical_guard,all v5 components
slip_limited_grasp,compound_contact_shift,combined_stress,full_action_critical_guard,9,96,0.88,0.551907,0.8306,0.792387,0.748091,0.616688,0.616688,0.053686,0.789346,0.050891,0.188643,0.055156,0.086949,0.058758,full_action_critical_guard,all v5 components
peg_in_hole_contact_search,source_matched,combined_stress,full_action_critical_guard,0,96,0.88,0.148252,0.63,0.799734,0.72593,0.63057,0.63057,0.019534,0.814728,0.034504,0.179662,0.038261,0.077229,0.037481,full_action_critical_guard,all v5 components
peg_in_hole_contact_search,source_matched,combined_stress,full_action_critical_guard,1,96,0.88,0.148252,0.63,0.799734,0.720302,0.625003,0.625003,0.020154,0.809361,0.033871,0.181752,0.036134,0.08014,0.037762,full_action_critical_guard,all v5 components
peg_in_hole_contact_search,source_matched,combined_stress,full_action_critical_guard,2,96,0.88,0.148252,0.63,0.799734,0.714734,0.616774,0.616774,0.021592,0.815518,0.034748,0.183144,0.039339,0.080412,0.038954,full_action_critical_guard,all v5 components
peg_in_hole_contact_search,source_matched,combined_stress,full_action_critical_guard,3,96,0.88,0.148252,0.63,0.799734,0.725024,0.628584,0.628584,0.022912,0.82392,0.032074,0.180854,0.04055,0.080252,0.038479,full_action_critical_guard,all v5 components
peg_in_hole_contact_search,source_matched,combined_stress,full_action_critical_guard,4,96,0.88,0.148252,0.63,0.799734,0.720336,0.620815,0.620815,0.028206,0.829659,0.035776,0.178898,0.035635,0.079942,0.041138,full_action_critical_guard,all v5 components
peg_in_hole_contact_search,source_matched,combined_stress,full_action_critical_guard,5,96,0.88,0.148252,0.63,0.799734,0.717558,0.621599,0.621599,0.020631,0.818722,0.033552,0.181981,0.037975,0.080489,0.03805,full_action_critical_guard,all v5 components
peg_in_hole_contact_search,source_matched,combined_stress,full_action_critical_guard,6,96,0.88,0.148252,0.63,0.799734,0.720774,0.623044,0.623044,0.024488,0.811215,0.036181,0.177827,0.036623,0.075785,0.039379,full_action_critical_guard,all v5 components
peg_in_hole_contact_search,source_matched,combined_stress,full_action_critical_guard,7,96,0.88,0.148252,0.63,0.799734,0.720338,0.626455,0.626455,0.017466,0.823355,0.034722,0.181846,0.032907,0.081613,0.037114,full_action_critical_guard,all v5 components
peg_in_hole_contact_search,source_matched,combined_stress,full_action_critical_guard,8,96,0.88,0.148252,0.63,0.799734,0.716848,0.620748,0.620748,0.029714,0.811882,0.028099,0.179751,0.041688,0.075422,0.038525,full_action_critical_guard,all v5 components
peg_in_hole_contact_search,source_matched,combined_stress,full_action_critical_guard,9,96,0.88,0.148252,0.63,0.799734,0.726645,0.628773,0.628773,0.024699,0.818512,0.033061,0.181625,0.039475,0.080856,0.039462,full_action_critical_guard,all v5 components
peg_in_hole_contact_search,low_friction,combined_stress,full_action_critical_guard,0,96,0.88,0.24945,0.63,0.797892,0.722474,0.618824,0.618824,0.027786,0.81804,0.037616,0.179533,0.044785,0.079016,0.042443,full_action_critical_guard,all v5 components
peg_in_hole_contact_search,low_friction,combined_stress,full_action_critical_guard,1,96,0.88,0.24945,0.63,0.797892,0.724931,0.61308,0.61308,0.037188,0.810374,0.040281,0.183298,0.048101,0.079919,0.047146,full_action_critical_guard,all v5 components
peg_in_hole_contact_search,low_friction,combined_stress,full_action_critical_guard,2,96,0.88,0.24945,0.63,0.797892,0.721485,0.609495,0.609495,0.032501,0.811697,0.044599,0.184475,0.04396,0.080919,0.046959,full_action_critical_guard,all v5 components
peg_in_hole_contact_search,low_friction,combined_stress,full_action_critical_guard,3,96,0.88,0.24945,0.63,0.797892,0.718069,0.610478,0.610478,0.031627,0.800185,0.03935,0.1853,0.04234,0.082716,0.044829,full_action_critical_guard,all v5 components
peg_in_hole_contact_search,low_friction,combined_stress,full_action_critical_guard,4,96,0.88,0.24945,0.63,0.797892,0.729566,0.626169,0.626169,0.033611,0.804602,0.033428,0.18096,0.044269,0.079649,0.042894,full_action_critical_guard,all v5 components
peg_in_hole_contact_search,low_friction,combined_stress,full_action_critical_guard,5,96,0.88,0.24945,0.63,0.797892,0.721758,0.615438,0.615438,0.041303,0.801164,0.03156,0.183985,0.044756,0.079843,0.044883,full_action_critical_guard,all v5 components
peg_in_hole_contact_search,low_friction,combined_stress,full_action_critical_guard,6,96,0.88,0.24945,0.63,0.797892,0.71903,0.612733,0.612733,0.029703,0.813111,0.039874,0.18307,0.040687,0.084402,0.044512,full_action_critical_guard,all v5 components
peg_in_hole_contact_search,low_friction,combined_stress,full_action_critical_guard,7,96,0.88,0.24945,0.63,0.797892,0.721968,0.621778,0.621778,0.027928,0.804579,0.033396,0.183508,0.039906,0.081405,0.040829,full_action_critical_guard,all v5 components
peg_in_hole_contact_search,low_friction,combined_stress,full_action_critical_guard,8,96,0.88,0.24945,0.63,0.797892,0.726528,0.617303,0.617303,0.033031,0.808872,0.041786,0.183604,0.042084,0.07983,0.045687,full_action_critical_guard,all v5 components
peg_in_hole_contact_search,low_friction,combined_stress,full_action_critical_guard,9,96,0.88,0.24945,0.63,0.797892,0.732608,0.630307,0.630307,0.030442,0.810484,0.033944,0.180407,0.043188,0.083115,0.042529,full_action_critical_guard,all v5 components
peg_in_hole_contact_search,soft_compliance,combined_stress,full_action_critical_guard,0,96,0.88,0.285077,0.63,0.797244,0.721728,0.615009,0.615009,0.036875,0.815315,0.034089,0.18162,0.04839,0.078815,0.044517,full_action_critical_guard,all v5 components
peg_in_hole_contact_search,soft_compliance,combined_stress,full_action_critical_guard,1,96,0.88,0.285077,0.63,0.797244,0.726224,0.620265,0.620265,0.036006,0.798904,0.036706,0.181104,0.04182,0.078068,0.044425,full_action_critical_guard,all v5 components
peg_in_hole_contact_search,soft_compliance,combined_stress,full_action_critical_guard,2,96,0.88,0.285077,0.63,0.797244,0.735308,0.632764,0.632764,0.027128,0.801084,0.034463,0.187747,0.042339,0.083176,0.041525,full_action_critical_guard,all v5 components
peg_in_hole_contact_search,soft_compliance,combined_stress,full_action_critical_guard,3,96,0.88,0.285077,0.63,0.797244,0.726486,0.623029,0.623029,0.028637,0.799115,0.036681,0.184817,0.041931,0.077905,0.041891,full_action_critical_guard,all v5 components
peg_in_hole_contact_search,soft_compliance,combined_stress,full_action_critical_guard,4,96,0.88,0.285077,0.63,0.797244,0.716235,0.612154,0.612154,0.02734,0.798768,0.037506,0.18512,0.04262,0.080482,0.042297,full_action_critical_guard,all v5 components
peg_in_hole_contact_search,soft_compliance,combined_stress,full_action_critical_guard,5,96,0.88,0.285077,0.63,0.797244,0.733766,0.626376,0.626376,0.03444,0.812321,0.039154,0.181215,0.042672,0.078296,0.044949,full_action_critical_guard,all v5 components
peg_in_hole_contact_search,soft_compliance,combined_stress,full_action_critical_guard,6,96,0.88,0.285077,0.63,0.797244,0.72955,0.623633,0.623633,0.035085,0.820485,0.035652,0.180304,0.045441,0.079485,0.044328,full_action_critical_guard,all v5 components
peg_in_hole_contact_search,soft_compliance,combined_stress,full_action_critical_guard,7,96,0.88,0.285077,0.63,0.797244,0.726536,0.61997,0.61997,0.038693,0.807986,0.036445,0.184211,0.037884,0.079459,0.045096,full_action_critical_guard,all v5 components
peg_in_hole_contact_search,soft_compliance,combined_stress,full_action_critical_guard,8,96,0.88,0.285077,0.63,0.797244,0.72926,0.626729,0.626729,0.025179,0.811291,0.037629,0.18305,0.040778,0.083621,0.041989,full_action_critical_guard,all v5 components
peg_in_hole_contact_search,soft_compliance,combined_stress,full_action_critical_guard,9,96,0.88,0.285077,0.63,0.797244,0.72415,0.618108,0.618108,0.034159,0.803081,0.036455,0.185345,0.040922,0.081859,0.044294,full_action_critical_guard,all v5 components
peg_in_hole_contact_search,texture_aliasing,combined_stress,full_action_critical_guard,0,96,0.88,0.354668,0.63,0.795977,0.728697,0.619586,0.619586,0.038087,0.795547,0.039347,0.180838,0.041004,0.082911,0.046926,full_action_critical_guard,all v5 components
peg_in_hole_contact_search,texture_aliasing,combined_stress,full_action_critical_guard,1,96,0.88,0.354668,0.63,0.795977,0.733129,0.62467,0.62467,0.033439,0.797573,0.03807,0.186259,0.045956,0.07964,0.044767,full_action_critical_guard,all v5 components
